project_id,photo_location,image_id,filename,location,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,number_of_objects,age,sex,animal_recognizable,individual_id,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license,bounding_boxes,cluster_id_local
2008105,N01,81b5886d-84d5-4c38-8b93-338486e1c173,09060101.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/81b5886d-84d5-4c38-8b93-338486e1c173.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-06-09 09:41:00,1,adult,male,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.18746666666666667,0.8328,0.9485333333333335,0.9999]}""}",11
2008105,N01,273ef73a-78d0-4e07-9fd5-7aabbef073b5,09060117.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/273ef73a-78d0-4e07-9fd5-7aabbef073b5.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-06-09 09:42:00,1,adult,male,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.16805333333333333,0.6484,0.9485333333333332,0.9999]}""}",12
2008105,N01,07b62d7e-52f8-4f40-abac-7f0a01c36e29,09060135.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/07b62d7e-52f8-4f40-abac-7f0a01c36e29.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-06-09 09:43:00,1,adult,male,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0.06484000000000001,0.9485866666666668,0.5616399999999999]}""}",13
2008105,N01,7ee21779-b28c-40c4-b938-4b2b7932f01b,09060152.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/7ee21779-b28c-40c4-b938-4b2b7932f01b.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-06-09 09:44:00,1,adult,male,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.043050666666666654,0.3148,0.9457706666666668,0.7827]}""}",14
2008105,N01,00b58f8e-c6ef-49ac-b646-64922cb9e41d,09060168.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/00b58f8e-c6ef-49ac-b646-64922cb9e41d.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-06-09 09:45:00,1,adult,male,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.015274666666666664,0.5053999999999998,0.9486079999999998,0.9998999999999998]}""}",15
2008105,N01,4a3de151-2603-495a-bc7c-322e2489658c,09060177.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/4a3de151-2603-495a-bc7c-322e2489658c.JPG,0,Katherine Weiss,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-06-09 14:32:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0.06406,0.7151999999999998,0.26716000000000006]}""}",16
2008105,N01,a8e89ab2-22d8-48e8-9858-a4902fa69b84,09060175.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/a8e89ab2-22d8-48e8-9858-a4902fa69b84.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-06-09 11:04:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.4777066666666667,0.1429,0.5998400000000002,0.19835999999999998]}""}",17
2008105,N01,b63fba7c-e0e0-4a63-828b-aef8d97b748c,09060185.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/b63fba7c-e0e0-4a63-828b-aef8d97b748c.JPG,0,Katherine Weiss,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-06-09 19:36:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.09921,0.62912,0.33661]}""}",18
2008105,N01,4b9001e6-0e94-4bb2-b160-425635e55cdd,09060194.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/4b9001e6-0e94-4bb2-b160-425635e55cdd.JPG,0,Katherine Weiss,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-06-09 20:07:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.43200000000000005,0.6180266666666667,0.6234]}""}",19
2008105,N01,c8cbf270-e626-4eb5-8a18-7ef14934ed0a,09070197.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/c8cbf270-e626-4eb5-8a18-7ef14934ed0a.JPG,0,Katherine Weiss,b57debc1-dff2-48d3-a400-f2b5021e71b0,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,,2024-07-09 03:45:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.44304,0.6085000000000002,0.5888533333333332,0.7850000000000001]}""}",20
2008105,N01,896c6bdf-0be8-4667-83ac-d5fd9bf1b16a,09070198.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/896c6bdf-0be8-4667-83ac-d5fd9bf1b16a.JPG,0,Katherine Weiss,b57debc1-dff2-48d3-a400-f2b5021e71b0,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,,2024-07-09 03:46:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.44581333333333334,0.4718,0.6221333333333334,0.6944000000000001]}""}",21
2008105,N01,30a4cff8-4dc8-4068-b892-896b68775bce,09070201.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/30a4cff8-4dc8-4068-b892-896b68775bce.JPG,0,Katherine Weiss,b57debc1-dff2-48d3-a400-f2b5021e71b0,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,,2024-07-09 04:06:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.4569066666666667,0.7054,0.5831999999999999,0.8577]}""}",22
2008105,N01,5d5ccc28-255f-490b-b038-03eb8fae7341,09070205.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/5d5ccc28-255f-490b-b038-03eb8fae7341.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-07-09 13:43:00,1,juvenile,unknown,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.40133333333333326,0,0.9485333333333332,0.1414]}""}",23
2008105,N01,87380a60-8178-400a-b16e-064a5b563006,09070213.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/87380a60-8178-400a-b16e-064a5b563006.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-07-09 13:44:00,1,juvenile,unknown,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.19578666666666664,0.009374,0.5068266666666666,0.211674]}""}",24
2008105,N01,a0ef8ace-8f17-4b0f-bdea-3f1cb109d4be,09070219.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/a0ef8ace-8f17-4b0f-bdea-3f1cb109d4be.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-07-09 14:05:00,1,juvenile,unknown,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.5763733333333333,0,0.9485333333333332,0.1773]}""}",25
2008105,N01,3a91a04d-6ae3-4d15-b6a9-5ee0918cb2a3,09070226.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/3a91a04d-6ae3-4d15-b6a9-5ee0918cb2a3.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-07-09 14:06:00,1,juvenile,unknown,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.23887999999999995,0.4328,0.9485333333333331,0.9999]}""}",26
2008105,N01,1978d66b-4ed5-4e6f-9aad-ccb82a4608f8,09070231.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/1978d66b-4ed5-4e6f-9aad-ccb82a4608f8.JPG,0,Katherine Weiss,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-07-09 16:41:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.1078,0.6708266666666667,0.3492]}""}",27
2008105,N01,523c7e7f-ed3a-4a1b-b11e-2add8b0b1e75,09080239.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/523c7e7f-ed3a-4a1b-b11e-2add8b0b1e75.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-08-09 07:07:00,1,adult,male,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.012490666666666664,0.5945,0.9472106666666665,0.9999000000000001]}""}",28
2008105,N01,b08a8be4-22cf-4d35-9388-54201b83e9f0,09080251.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/b08a8be4-22cf-4d35-9388-54201b83e9f0.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-08-09 07:08:00,1,adult,male,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.048608,0.23349999999999999,0.9457813333333331,0.9553]}""}",29
2008105,N01,e22978eb-65e2-41d5-b5f9-2d8b0b78b622,09080262.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/e22978eb-65e2-41d5-b5f9-2d8b0b78b622.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-08-09 07:09:00,1,adult,unknown,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0,0.9471999999999998,1]}""}",30
2008105,N01,c413825b-5f4c-4c8b-bead-d25c87b5b6b6,09080264.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/c413825b-5f4c-4c8b-bead-d25c87b5b6b6.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-08-09 07:27:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.33882666666666666,0.4484,0.434656,0.53433]}""}",31
2008105,N01,a0a6d322-015b-406f-b2e4-4a21be74db0d,09080267.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/a0a6d322-015b-406f-b2e4-4a21be74db0d.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-08-09 10:04:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.5249599999999999,0.2843,0.6041173333333333,0.37258]}""}",32
2008105,N01,6feabe1a-ca37-4a76-a16e-ac1816b5a54d,09080269.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/6feabe1a-ca37-4a76-a16e-ac1816b5a54d.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-08-09 10:06:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.55824,0.37809999999999994,0.6512853333333333,0.5209999999999999]}""}",33
2008105,N01,a7dfe2a7-edf0-4363-b9b2-095a4d95cc4c,09080273.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/a7dfe2a7-edf0-4363-b9b2-095a4d95cc4c.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-08-09 13:52:00,1,adult,male,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.24303999999999998,0.4905999999999999,0.5679466666666666,0.8069999999999999]}""}",34
2008105,N01,a630bb06-5c35-471c-b564-c6fb85e6db7e,09080275.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/a630bb06-5c35-471c-b564-c6fb85e6db7e.JPG,0,Katherine Weiss,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-08-09 16:20:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.2968,0.5929599999999999,0.44520000000000004]}""}",35
2008105,N01,6a2a7b7f-ddb5-4bc8-9b4f-8f930aae3c1d,09090277.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/6a2a7b7f-ddb5-4bc8-9b4f-8f930aae3c1d.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-09-09 07:21:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.5249599999999999,0.09531,0.6512533333333332,0.22031]}""}",36
2008105,N01,253c12ce-a091-4fd1-8a7b-ceace976c952,09090279.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/253c12ce-a091-4fd1-8a7b-ceace976c952.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-09-09 07:25:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.4333333333333333,0.1171,0.483328,0.22409999999999997]}""}",37
2008105,N01,5236421c-34dc-4abf-b3dd-c4af49b5a976,09090285.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/5236421c-34dc-4abf-b3dd-c4af49b5a976.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-09-09 07:45:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.43888000000000005,0.44059999999999994,0.5749866666666666,0.49371999999999994]}""}",38
2008105,N01,34706155-98dd-4b4f-8e95-a12d5db5429a,09090283.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/34706155-98dd-4b4f-8e95-a12d5db5429a.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-09-09 07:43:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.55408,0.13819999999999996,0.6596266666666667,0.3092]}""}",39
2008105,N01,53d911f2-f61e-4874-914b-5b38a00cc7c9,09090289.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/53d911f2-f61e-4874-914b-5b38a00cc7c9.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-09-09 07:52:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.47354666666666667,0.3039,0.5471573333333334,0.36093000000000003]}""}",40
2008105,N01,97b49a72-4504-4dcf-b610-9359d8f15964,09090291.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/97b49a72-4504-4dcf-b610-9359d8f15964.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-09-09 08:25:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.48602666666666666,0.5398,0.5721280000000001,0.6186999999999999]}"",""{\""detectionBox\"":[0.48463999999999996,0.5405999999999999,0.5276906666666666,0.5687199999999999]}""}",41
2008105,N01,ab399e59-7038-413d-86cd-8140572bab15,09090297.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/ab399e59-7038-413d-86cd-8140572bab15.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-09-09 09:25:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.41658666666666666,0.1804,0.5234666666666667,0.24524]}""}",42
2008105,N01,c31766ae-9581-4b1f-a8e9-321117a32b5f,09090304.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/c31766ae-9581-4b1f-a8e9-321117a32b5f.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-09-09 11:14:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.5124799999999999,0.7920999999999999,0.554144,0.8327199999999999]}""}",43
2008105,N01,6d48b9c8-fc62-40dc-9795-aa1a473f2cee,09090301.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/6d48b9c8-fc62-40dc-9795-aa1a473f2cee.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-09-09 09:47:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.47354666666666667,0.1984,0.5638186666666666,0.28121]}""}",44
2008105,N01,c22d9c66-7928-4394-a7a0-d2325bfab2fa,09090295.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/c22d9c66-7928-4394-a7a0-d2325bfab2fa.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-09-09 08:26:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.48048,0.7023,0.5499200000000001,0.80073]}""}",45
2008105,N01,050ec1ba-de0d-4995-b21d-86dd8e37dd95,09090305.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/050ec1ba-de0d-4995-b21d-86dd8e37dd95.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-09-09 11:19:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.55408,0.314,0.6720533333333333,0.41242999999999996]}""}",46
2008105,N01,0e20f1f9-5536-4f45-9dc2-fff164da8f7b,09090307.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/0e20f1f9-5536-4f45-9dc2-fff164da8f7b.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-09-09 11:20:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.49712,0.3593,0.604,0.47569999999999996]}""}",47
2008105,N01,d67963f3-c80e-4d62-b632-73cbd2de5ae0,09090309.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/d67963f3-c80e-4d62-b632-73cbd2de5ae0.JPG,0,Katherine Weiss,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-09-09 18:04:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0,0.9041066666666665,0.5625]}""}",48
