project_id,deployment_id,image_id,filename,location,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,number_of_objects,age,sex,animal_recognizable,individual_id,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license,bounding_boxes
2008105,01_10.08.24_FT_N01,fc5d440f-9f1c-4a86-8ba2-506bab2e331b,09050014.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/fc5d440f-9f1c-4a86-8ba2-506bab2e331b.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:37,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0,0.9485866666666668,0.1992]}""}"
2008105,01_10.08.24_FT_N01,c232fd21-fa14-45fd-9ac2-7c6ba778cb38,09050015.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/c232fd21-fa14-45fd-9ac2-7c6ba778cb38.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:37,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0,0.9472,0.6625]}""}"
2008105,01_10.08.24_FT_N01,992fa604-a786-4d08-9180-0b5c67e6b9b0,09050018.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/992fa604-a786-4d08-9180-0b5c67e6b9b0.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:37,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0,0.9485866666666668,0.7406]}""}"
2008105,01_10.08.24_FT_N01,3347cb24-15dc-4492-b180-fd77ea1fe256,09050017.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/3347cb24-15dc-4492-b180-fd77ea1fe256.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:37,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0,0.9485866666666666,1]}""}"
2008105,01_10.08.24_FT_N01,c9bc4ab2-a057-416d-94fc-327dd2b4b5dd,09050016.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/c9bc4ab2-a057-416d-94fc-327dd2b4b5dd.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:37,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0,0.9485866666666666,0.7561999999999999]}""}"
2008105,01_10.08.24_FT_N01,40990a0b-378b-4510-9214-2069062c51c0,09050019.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/40990a0b-378b-4510-9214-2069062c51c0.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:37,1,,,,,,,FALSE,,,CC-BY-NC,
2008105,01_10.08.24_FT_N01,c1df8021-a9ba-4a37-9070-e9079cc5b2e2,09050020.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/c1df8021-a9ba-4a37-9070-e9079cc5b2e2.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:37,1,,,,,,,FALSE,,,CC-BY-NC,
2008105,01_10.08.24_FT_N01,308df8e1-42d6-49f7-aa06-fd17321342dd,09050022.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/308df8e1-42d6-49f7-aa06-fd17321342dd.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:37,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0.5069333333333332,0,0.9513066666666665,0.30929999999999996]}""}"
2008105,01_10.08.24_FT_N01,6b712fd2-40b9-4a7c-b0bb-f4fbfa0b99e4,09050021.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/6b712fd2-40b9-4a7c-b0bb-f4fbfa0b99e4.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:37,1,,,,,,,FALSE,,,CC-BY-NC,
2008105,01_10.08.24_FT_N01,dc2bb4a8-0f1b-4b56-b6c8-5cdcce35477d,09050023.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/dc2bb4a8-0f1b-4b56-b6c8-5cdcce35477d.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:37,1,,,,,,,FALSE,,,CC-BY-NC,
2008105,01_10.08.24_FT_N01,dceae4d1-acde-408a-a0be-0ff96c9b315c,09050024.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/dceae4d1-acde-408a-a0be-0ff96c9b315c.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:37,1,,,,,,,FALSE,,,CC-BY-NC,
2008105,01_10.08.24_FT_N01,28a6d1e8-5e61-44dc-a547-7d7e29c17797,09050025.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/28a6d1e8-5e61-44dc-a547-7d7e29c17797.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:39,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0,0.9471999999999998,0.2234]}""}"
2008105,01_10.08.24_FT_N01,04b2a3aa-3df9-4c05-b318-97d4faeac236,09050026.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/04b2a3aa-3df9-4c05-b318-97d4faeac236.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:39,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0,0.9485866666666668,0.26869999999999994]}""}"
2008105,01_10.08.24_FT_N01,90c4bccd-be72-4d02-963f-cac181c94aee,09050028.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/90c4bccd-be72-4d02-963f-cac181c94aee.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:39,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0.08741333333333334,0,0.5525866666666666,0.1296]}""}"
2008105,01_10.08.24_FT_N01,334e3cde-f636-41cb-ac0c-968f4bc4df08,09050027.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/334e3cde-f636-41cb-ac0c-968f4bc4df08.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:39,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0,0.9471893333333332,0.4381999999999999]}""}"
2008105,01_10.08.24_FT_N01,95c06353-8cbf-427b-974b-be30c3df933c,09050029.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/95c06353-8cbf-427b-974b-be30c3df933c.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:40,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0,0.9485866666666666,0.1749]}""}"
2008105,01_10.08.24_FT_N01,b3812358-dc75-49d5-ac42-52c82dd8c779,09050030.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/b3812358-dc75-49d5-ac42-52c82dd8c779.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:40,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0,0.920736,0.07109]}""}"
2008105,01_10.08.24_FT_N01,ce863dd6-b484-4fa4-b077-817c05c59fb6,09050031.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/ce863dd6-b484-4fa4-b077-817c05c59fb6.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:40,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0,0.9040959999999999,0.05859000000000001]}""}"
2008105,01_10.08.24_FT_N01,ae7897f2-facc-4999-92c7-de38ffa839e3,09050033.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/ae7897f2-facc-4999-92c7-de38ffa839e3.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:40,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0,0.9485866666666666,0.4718]}""}"
2008105,01_10.08.24_FT_N01,e4e47d7f-fd01-4d9f-b00c-73f7d80b2d1a,09050032.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/e4e47d7f-fd01-4d9f-b00c-73f7d80b2d1a.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:40,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0,0.9485866666666666,0.1453]}""}"
2008105,01_10.08.24_FT_N01,69e86813-516b-4e54-8b62-ee6d858bec8b,09050034.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/69e86813-516b-4e54-8b62-ee6d858bec8b.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:40,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0,0.9485866666666666,0.36010000000000003]}""}"
2008105,01_10.08.24_FT_N01,718aa284-4285-4470-8301-6fa503aac36d,09050035.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/718aa284-4285-4470-8301-6fa503aac36d.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:42,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0.08671,0.7124266666666668,0.26320999999999994]}""}"
2008105,01_10.08.24_FT_N01,dea34719-9508-4d79-a3fa-b7565aba82fa,09050036.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/dea34719-9508-4d79-a3fa-b7565aba82fa.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:42,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.1171,0.7041066666666668,0.27099999999999996]}""}"
2008105,01_10.08.24_FT_N01,f85cea14-ea07-4c00-b003-0cec71e95802,09050037.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/f85cea14-ea07-4c00-b003-0cec71e95802.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:42,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0,0.9499733333333334,1]}"",""{\""detectionBox\"":[0,0,0.9471893333333332,0.15229999999999996]}""}"
2008105,01_10.08.24_FT_N01,68d6609b-4b87-46bd-9dd1-fc0f30006cbf,09050039.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/68d6609b-4b87-46bd-9dd1-fc0f30006cbf.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:42,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.325,0.6277333333333334,0.4906]}""}"
2008105,01_10.08.24_FT_N01,eddd32c3-7ebb-46b3-badc-8782f02506d0,09050038.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/eddd32c3-7ebb-46b3-badc-8782f02506d0.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:42,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0,0.9485866666666668,1]}"",""{\""detectionBox\"":[0,0,0.9485759999999999,0.3382]}""}"
2008105,01_10.08.24_FT_N01,ff924e41-4e0b-4b6f-88b2-1fad37292bd6,09050040.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/ff924e41-4e0b-4b6f-88b2-1fad37292bd6.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:42,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.4187,0.6,0.5827]}""}"
2008105,01_10.08.24_FT_N01,839f0bc4-32d5-4fd6-bd1e-140c4a583684,09050043.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/839f0bc4-32d5-4fd6-bd1e-140c4a583684.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:42,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0,0.9471999999999998,0.5898]}""}"
2008105,01_10.08.24_FT_N01,cbedfa5d-5fee-474e-be49-decd003584bc,09050044.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/cbedfa5d-5fee-474e-be49-decd003584bc.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:42,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.04296,0.9472,0.5444599999999999]}""}"
2008105,01_10.08.24_FT_N01,03658db5-a4b8-4172-8f63-d785fdab92be,09050050.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/03658db5-a4b8-4172-8f63-d785fdab92be.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:43,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.18589999999999998,0.9485866666666666,0.4788]}""}"
2008105,01_10.08.24_FT_N01,5b5b2738-54de-44db-8d89-91ed9ab67ce5,09050049.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/5b5b2738-54de-44db-8d89-91ed9ab67ce5.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:43,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0.1898,0.9485866666666668,0.6912999999999998]}""}"
2008105,01_10.08.24_FT_N01,8e83be24-6458-4814-9c34-7aa0fdf9e9d0,09050046.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/8e83be24-6458-4814-9c34-7aa0fdf9e9d0.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:42,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0.5007000000000001,0.5957333333333333,0.6631]}""}"
2008105,01_10.08.24_FT_N01,bbcb5ad8-68ea-4842-a671-51a23edb51f1,09050045.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/bbcb5ad8-68ea-4842-a671-51a23edb51f1.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:42,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0.005546666666666668,0.4609,0.5971200000000001,0.6858]}""}"
2008105,01_10.08.24_FT_N01,8bce04e8-b1ac-43b2-bb0d-ec9af329acaf,09050051.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/8bce04e8-b1ac-43b2-bb0d-ec9af329acaf.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:43,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.45460000000000006,0.6346666666666666,0.6358]}""}"
2008105,01_10.08.24_FT_N01,853d9d1a-c814-4a61-bab7-1c1f8628826b,09050052.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/853d9d1a-c814-4a61-bab7-1c1f8628826b.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:43,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0.46479999999999994,0.6819200000000001,0.6396999999999999]}""}"
2008105,01_10.08.24_FT_N01,1112f3ec-5c21-49b8-94b8-0dbc117df9df,09050058.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/1112f3ec-5c21-49b8-94b8-0dbc117df9df.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:44,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.23039999999999997,0.7652266666666667,0.4968]}""}"
2008105,01_10.08.24_FT_N01,9610186a-1f31-4903-aec8-b9187b4bf4d8,09050057.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/9610186a-1f31-4903-aec8-b9187b4bf4d8.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:44,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.1343,0.9485866666666666,0.5022000000000001]}""}"
2008105,01_10.08.24_FT_N01,694b5b18-eb2c-4121-96a6-154f871dac61,09050059.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/694b5b18-eb2c-4121-96a6-154f871dac61.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:44,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.5124,0.6457600000000001,0.6802999999999999]}""}"
2008105,01_10.08.24_FT_N01,cb0deacb-0370-481d-8479-05daef296fdd,09050060.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/cb0deacb-0370-481d-8479-05daef296fdd.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,9/5/2024 16:44,1,,,,,,,FALSE,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.5671,0.6568533333333333,0.7639]}""}"
